sc	st	en	id
ScOZjSD_2657	30523716	30536090	g16037
ScOZjSD_2657	30563236	30600366	g16038
ScOZjSD_2657	30601229	30616751	g16039
ScOZjSD_2657	30654714	30700965	g16040
ScOZjSD_2657	30716551	30833095	g16041
ScOZjSD_2657	30881007	30935269	g16042
ScOZjSD_2657	30984151	31002948	g16043
ScOZjSD_2657	31064717	31135694	g16044
ScOZjSD_2657	31141734	31199143	g16045
ScOZjSD_2657	31226681	31227299	g16046
ScOZjSD_2657	31234914	31260866	g16047
ScOZjSD_2657	31279934	31280704	g16048
ScOZjSD_2657	31287281	31290006	g16049
ScOZjSD_2657	31308191	31320277	g16050
ScOZjSD_2657	31327194	31348541	g16051
ScOZjSD_2657	31360389	31419194	g16052
ScOZjSD_2657	31478924	31513130	g16053
ScOZjSD_2657	31520346	31522965	g16054
ScOZjSD_2657	31530124	31661970	g16055
ScOZjSD_2657	31666835	31690841	g16056
ScOZjSD_2657	31720786	31769647	g16057
ScOZjSD_2657	31829552	31834513	g16058
ScOZjSD_2657	31910743	31971765	g16059
ScOZjSD_2657	31995042	31999669	g16060
ScOZjSD_2657	32028501	32036528	g16061
ScOZjSD_2657	32138244	32195542	g16062
ScOZjSD_2657	32197372	32228859	g16063
ScOZjSD_2657	32231021	32257637	g16064
ScOZjSD_2657	32273659	32338533	g16065
ScOZjSD_2657	32340105	32378723	g16066
ScOZjSD_2657	32514650	32537636	g16067
ScOZjSD_2657	32568234	32595828	g16068
ScOZjSD_2657	32827311	32891753	g16069
ScOZjSD_2657	33028016	33028327	g16070
ScOZjSD_2657	33131435	33189725	g16071
ScOZjSD_2657	33189863	33228449	g16072
ScOZjSD_2657	33228572	33229030	g16073
ScOZjSD_2657	33233868	33261671	g16074
ScOZjSD_2657	33321882	33334960	g16075
ScOZjSD_2657	33360550	33376166	g16076
ScOZjSD_2657	33422103	33516205	g16077
ScOZjSD_2657	33622681	33712857	g16078
ScOZjSD_2657	33712878	33753203	g16079
ScOZjSD_2657	33872596	33874008	g16080
ScOZjSD_2657	34019616	34032533	g16081
ScOZjSD_2657	34054488	34141806	g16082
ScOZjSD_2657	34170395	34194310	g16083
ScOZjSD_2657	34195906	34206276	g16084
ScOZjSD_2657	34260137	34300861	g16085
ScOZjSD_2657	34302434	34318245	g16086
ScOZjSD_2657	34330894	34355985	g16087
ScOZjSD_2657	34356221	34388432	g16088
ScOZjSD_2657	34409500	34423182	g16089
ScOZjSD_2657	34455931	34475747	g16090
ScOZjSD_2657	34478994	34562626	g16091
ScOZjSD_2657	34586088	34659858	g16092
ScOZjSD_2657	34662054	34662959	g16093
ScOZjSD_2657	34671351	34671638	g16094
ScOZjSD_2657	34686427	34710856	g16095
ScOZjSD_2657	34712173	34737778	g16096
ScOZjSD_2657	34743725	34772461	g16097
ScOZjSD_2657	34778870	34836939	g16098
ScOZjSD_2657	34865284	34907245	g16099
ScOZjSD_2657	34926907	34981674	g16100
ScOZjSD_2657	34997485	35029066	g16101
ScOZjSD_2657	35034688	35053182	g16102
ScOZjSD_2657	35061816	35110592	g16103
ScOZjSD_2657	35117468	35135394	g16104
ScOZjSD_2657	35186666	35265790	g16105
ScOZjSD_2657	35273014	35300346	g16106
ScOZjSD_2657	35300540	35310473	g16107
ScOZjSD_2657	35330065	35331071	g16108
ScOZjSD_2657	35344558	35409290	g16109
ScOZjSD_2657	35418209	35437137	g16110
ScOZjSD_2657	35459475	35496882	g16111
ScOZjSD_2657	35504827	35508666	g16112
ScOZjSD_2657	35527237	35527884	g16113
ScOZjSD_2657	35548439	35549871	g16114
ScOZjSD_2657	35607030	35612697	g16115
ScOZjSD_2657	35647588	35649160	g16116
ScOZjSD_2657	35712590	35787245	g16117
ScOZjSD_2657	35840214	35856662	g16118
ScOZjSD_2657	35859479	35891999	g16119
ScOZjSD_2657	35896350	35940704	g16120
ScOZjSD_2657	35968808	35996093	g16121
ScOZjSD_2657	36016000	36110913	g16122
ScOZjSD_2657	36124139	36141434	g16123
ScOZjSD_2657	36143733	36158350	g16124
ScOZjSD_2657	36212634	36245425	g16125
ScOZjSD_2657	36258760	36263137	g16126
ScOZjSD_2657	36265141	36350820	g16127
ScOZjSD_2657	36359996	36372217	g16128
ScOZjSD_2657	36377570	36440030	g16129
ScOZjSD_2657	36444578	36447700	g16130
ScOZjSD_2657	36559661	36581494	g16131
ScOZjSD_2657	36583302	36600591	g16132
ScOZjSD_2657	36612104	36632128	g16133
ScOZjSD_2657	36659453	36735929	g16134
ScOZjSD_2657	36736969	36772088	g16135
ScOZjSD_2657	36800806	36815285	g16136
ScOZjSD_2657	36816972	36902505	g16137
ScOZjSD_2657	36934302	37084427	g16138
ScOZjSD_2657	37086336	37107938	g16139
ScOZjSD_2657	37110931	37140764	g16140
ScOZjSD_2657	37141284	37144078	g16141
ScOZjSD_2657	37145746	37234265	g16142
ScOZjSD_2657	37245237	37247618	g16143
ScOZjSD_2657	37285928	37305496	g16144
ScOZjSD_2657	37313975	37399216	g16145
ScOZjSD_2657	37403179	37410472	g16146
ScOZjSD_2657	37444949	37445897	g16147
ScOZjSD_2657	37488996	37508170	g16148
ScOZjSD_2657	37516353	37554831	g16149
ScOZjSD_2657	37559383	37559835	g16150
ScOZjSD_2657	37559933	37636270	g16151
ScOZjSD_2657	37671453	37700294	g16152
ScOZjSD_2657	37732160	37807320	g16153
ScOZjSD_2657	37825835	37871938	g16154
ScOZjSD_2657	37880163	37898789	g16155
ScOZjSD_2657	37901212	38008201	g16156
ScOZjSD_2657	38073269	38073571	g16157
ScOZjSD_2657	38080505	38082040	g16158
ScOZjSD_2657	38082668	38121645	g16159
ScOZjSD_2657	38147902	38238414	g16160
ScOZjSD_2657	38259633	38281345	g16161
ScOZjSD_2657	38384342	38385136	g16162
ScOZjSD_2657	38411473	38415114	g16163
ScOZjSD_2657	38416984	38418005	g16164
ScOZjSD_2657	38477878	38536039	g16165
ScOZjSD_2657	38546780	38590881	g16166
ScOZjSD_2657	38593566	38649938	g16167
ScOZjSD_2657	38662113	38693657	g16168
ScOZjSD_2657	38694391	38723523	g16169
ScOZjSD_2657	38742987	38818004	g16170
ScOZjSD_2657	38823823	38829354	g16171
ScOZjSD_2657	38874485	38875897	g16172
ScOZjSD_2657	38950301	39016198	g16173
ScOZjSD_2657	39039314	39040738	g16174
ScOZjSD_2657	39041690	39043177	g16175
ScOZjSD_2657	39057932	39059446	g16176
ScOZjSD_2657	39074148	39075185	g16177
ScOZjSD_2657	39095405	39122359	g16178
ScOZjSD_2657	39165765	39173799	g16179
ScOZjSD_2657	39176809	39177078	g16180
ScOZjSD_2657	39195668	39250203	g16181
ScOZjSD_2657	39281933	39290638	g16182
ScOZjSD_2657	39295613	39295819	g16183
ScOZjSD_2657	39304640	39406232	g16184
ScOZjSD_2657	39448776	39528931	g16185
ScOZjSD_2657	39617132	39657384	g16186
ScOZjSD_2657	39724485	39725845	g16187
ScOZjSD_2657	39758802	39774413	g16188
ScOZjSD_2657	39851023	39886208	g16189
ScOZjSD_2657	39888865	39889992	g16190
ScOZjSD_2657	39893253	39964868	g16191
ScOZjSD_2657	40000634	40028787	g16192
ScOZjSD_2657	40044135	40062571	g16193
ScOZjSD_2657	40087013	40124311	g16194
ScOZjSD_2657	40124817	40125616	g16195
ScOZjSD_2657	40126860	40145713	g16196
ScOZjSD_2657	40159658	40172392	g16197
ScOZjSD_2657	40208579	40218841	g16198
ScOZjSD_2657	40225320	40252625	g16199
ScOZjSD_2657	40255470	40255850	g16200
ScOZjSD_2657	40267909	40297254	g16201
ScOZjSD_2657	40332567	40351741	g16202
ScOZjSD_2657	40400322	40416978	g16203
ScOZjSD_2657	40449249	40449569	g16204
ScOZjSD_2657	40485018	40498376	g16205
ScOZjSD_2657	40504555	40506445	g16206
ScOZjSD_2657	40510175	40555915	g16207
ScOZjSD_2657	40564499	40564897	g16208
ScOZjSD_2657	40579620	40615558	g16209
ScOZjSD_2657	40627941	40633096	g16210
ScOZjSD_2657	40642663	40651119	g16211
ScOZjSD_2657	40672262	40698535	g16212
ScOZjSD_2657	40706188	40710365	g16213
ScOZjSD_2657	40711395	40712516	g16214
ScOZjSD_2657	40745545	40760526	g16215
ScOZjSD_2657	40764014	40767656	g16216
ScOZjSD_2657	40784409	40866475	g16217
ScOZjSD_2657	40888967	40927699	g16218
ScOZjSD_2657	40972404	40973894	g16219
ScOZjSD_2657	41005016	41005264	g16220
ScOZjSD_2657	41005308	41044215	g16221
ScOZjSD_2657	41046513	41061699	g16222
ScOZjSD_2657	41109831	41235802	g16223
ScOZjSD_2657	41369278	41374830	g16224
ScOZjSD_2657	41401023	41434890	g16225
ScOZjSD_2657	41467953	41540686	g16226
ScOZjSD_2657	41579773	41583202	g16227
ScOZjSD_2657	41610176	41680241	g16228
ScOZjSD_2657	41697363	41749819	g16229
ScOZjSD_2657	41810177	41874115	g16230
ScOZjSD_2657	41938306	41963673	g16231
ScOZjSD_2657	42049087	42060902	g16232
ScOZjSD_2657	42088743	42127040	g16233
ScOZjSD_2657	42147419	42221471	g16234
ScOZjSD_2657	42343034	42351484	g16235
ScOZjSD_2657	42351530	42401223	g16236
ScOZjSD_2657	42466315	42466692	g16237
ScOZjSD_2657	42467104	42499642	g16238
ScOZjSD_2657	42512811	42521226	g16239
ScOZjSD_2657	42524824	42525627	g16240
ScOZjSD_2657	42531131	42575649	g16241
ScOZjSD_2657	42595953	42609351	g16242
ScOZjSD_2657	42609378	42609725	g16243
ScOZjSD_2657	42669855	42717049	g16244
ScOZjSD_2657	42722439	42723264	g16245
ScOZjSD_2657	42729923	42745847	g16246
ScOZjSD_2657	42767583	42787072	g16247
ScOZjSD_2657	42803388	42861278	g16248
ScOZjSD_2657	42869626	42869946	g16249
ScOZjSD_2657	42890661	42934674	g16250
ScOZjSD_2657	42935048	42950569	g16251
ScOZjSD_2657	43007402	43050394	g16252
ScOZjSD_2657	43064416	43082125	g16253
ScOZjSD_2657	43135195	43280555	g16254
ScOZjSD_2657	43372442	43380848	g16255
ScOZjSD_2657	43436492	43448992	g16256
ScOZjSD_2657	43449235	43490879	g16257
ScOZjSD_2657	43500598	43526917	g16258
ScOZjSD_2657	43536227	43560154	g16259
ScOZjSD_2657	43566861	43594082	g16260
ScOZjSD_2657	43599858	43611513	g16261
ScOZjSD_2657	43635732	43664311	g16262
ScOZjSD_2657	43668500	43691049	g16263
ScOZjSD_2657	43708413	43709078	g16264
ScOZjSD_2657	43710502	43763202	g16265
ScOZjSD_2657	43764399	43865608	g16266
ScOZjSD_2657	43865650	43868497	g16267
ScOZjSD_2657	43875237	43891677	g16268
ScOZjSD_2657	43969619	44022231	g16269
ScOZjSD_2657	44024905	44025669	g16270
ScOZjSD_2657	44028886	44036365	g16271
ScOZjSD_2657	44102742	44137373	g16272
ScOZjSD_2657	44148157	44158393	g16273
ScOZjSD_2657	44165353	44191218	g16274
ScOZjSD_2657	44202593	44210898	g16275
ScOZjSD_2657	44220079	44253202	g16276
ScOZjSD_2657	44275702	44306599	g16277
ScOZjSD_2657	44310596	44364368	g16278
ScOZjSD_2657	44387001	44399693	g16279
ScOZjSD_2657	44496090	44575944	g16280
ScOZjSD_2657	44666894	44703175	g16281
ScOZjSD_2657	44710160	44823942	g16282
ScOZjSD_2657	44860698	44900262	g16283
ScOZjSD_2657	44932291	44942787	g16284
ScOZjSD_2657	44950678	44951232	g16285
ScOZjSD_2657	44958077	45015247	g16286
ScOZjSD_2657	45016684	45075110	g16287
ScOZjSD_2657	45077824	45085807	g16288
ScOZjSD_2657	45093101	45105661	g16289
ScOZjSD_2657	45112178	45117582	g16290
ScOZjSD_2657	45118207	45118458	g16291
ScOZjSD_2657	45118564	45119552	g16292
ScOZjSD_2657	45133926	45141975	g16293
ScOZjSD_2657	45148822	45158380	g16294
ScOZjSD_2657	45158492	45168369	g16295
ScOZjSD_2657	45171549	45172670	g16296
ScOZjSD_2657	45178479	45178736	g16297
ScOZjSD_2657	45192901	45286831	g16298
ScOZjSD_2657	45346068	45371622	g16299
ScOZjSD_2657	45373759	45412805	g16300
ScOZjSD_2657	45443045	45490644	g16301
ScOZjSD_2657	45506249	45572059	g16302
ScOZjSD_2657	45576847	45584236	g16303
ScOZjSD_2657	45602606	45651681	g16304
ScOZjSD_2657	45695522	45695758	g16305
ScOZjSD_2657	45703552	45715751	g16306
ScOZjSD_2657	45729740	45759108	g16307
ScOZjSD_2657	45789395	45874667	g16308
ScOZjSD_2657	45884063	45949420	g16309
ScOZjSD_2657	45991328	45999925	g16310
ScOZjSD_2657	46067412	46181742	g16311
ScOZjSD_2657	46191695	46193053	g16312
ScOZjSD_2657	46198869	46206299	g16313
ScOZjSD_2657	46223149	46264131	g16314
ScOZjSD_2657	46268630	46283254	g16315
ScOZjSD_2657	46284401	46294183	g16316
ScOZjSD_2657	46320082	46426723	g16317
ScOZjSD_2657	46429079	46437766	g16318
ScOZjSD_2657	46441312	46447002	g16319
ScOZjSD_2657	46451195	46464025	g16320
ScOZjSD_2657	46470668	46511888	g16321
ScOZjSD_2657	46521864	46555804	g16322
ScOZjSD_2657	46557729	46558221	g16323
ScOZjSD_2657	46558727	46611234	g16324
ScOZjSD_2657	46614559	46659933	g16325
ScOZjSD_2657	46664902	46696267	g16326
ScOZjSD_2657	46701022	46707480	g16327
ScOZjSD_2657	46731095	46802176	g16328
ScOZjSD_2657	46802681	46836708	g16329
ScOZjSD_2657	46872497	46914751	g16330
ScOZjSD_2657	46996535	47001613	g16331
ScOZjSD_2657	47043025	47089879	g16332
ScOZjSD_2657	47142240	47153224	g16333
ScOZjSD_2657	47175824	47230911	g16334
ScOZjSD_2657	47238680	47274833	g16335
ScOZjSD_2657	47276958	47280954	g16336
ScOZjSD_2657	47305441	47305749	g16337
ScOZjSD_2657	47315352	47401763	g16338
ScOZjSD_2657	47504381	47504773	g16339
ScOZjSD_2657	47555701	47569516	g16340
ScOZjSD_2657	47577430	47614557	g16341
ScOZjSD_2657	47619835	47620374	g16342
ScOZjSD_2657	47621565	47621873	g16343
ScOZjSD_2657	47654723	47732063	g16344
ScOZjSD_2657	47745797	47761299	g16345
ScOZjSD_2657	47769244	47806782	g16346
ScOZjSD_2657	47813304	47868968	g16347
ScOZjSD_2657	47876260	47928970	g16348
ScOZjSD_2657	47965750	47966163	g16349
ScOZjSD_2657	47987661	47990036	g16350
ScOZjSD_2657	48007181	48014953	g16351
ScOZjSD_2657	48028004	48039554	g16352
ScOZjSD_2657	48048765	48052509	g16353
ScOZjSD_2657	48053727	48073071	g16354
ScOZjSD_2657	48075374	48079245	g16355
ScOZjSD_2657	48083828	48084190	g16356
ScOZjSD_2657	48088871	48093157	g16357
ScOZjSD_2657	48104059	48108566	g16358
ScOZjSD_2657	48109136	48112163	g16359
ScOZjSD_2657	48141046	48242887	g16360
ScOZjSD_2657	48246379	48294934	g16361
ScOZjSD_2657	48295279	48320017	g16362
ScOZjSD_2657	48321395	48361172	g16363
ScOZjSD_2657	48362025	48457527	g16364
ScOZjSD_2657	48460505	48558679	g16365
ScOZjSD_2657	48574652	48593469	g16366
ScOZjSD_2657	48594379	48631343	g16367
ScOZjSD_2657	48632619	48673146	g16368
ScOZjSD_2657	48681595	48691243	g16369
ScOZjSD_2657	48692593	48717484	g16370
ScOZjSD_2657	48728629	48755905	g16371
ScOZjSD_2657	48784921	48947557	g16372
ScOZjSD_2657	48978784	49009834	g16373
ScOZjSD_2657	49083940	49108131	g16374
ScOZjSD_2657	49163027	49170069	g16375
ScOZjSD_2657	49173364	49221883	g16376
ScOZjSD_2657	49447882	49519842	g16377
ScOZjSD_2657	49541264	49541488	g16378
ScOZjSD_2657	49585113	49637062	g16379
ScOZjSD_2657	49739476	49810380	g16380
ScOZjSD_2657	49816525	49887926	g16381
ScOZjSD_2657	49915214	49970647	g16382
ScOZjSD_2657	50062858	50080311	g16383
ScOZjSD_2657	50162633	50195909	g16384
ScOZjSD_2657	50258579	50274927	g16385
ScOZjSD_2657	50283069	50287825	g16386
ScOZjSD_2657	50316533	50332221	g16387
ScOZjSD_2657	50347801	50348700	g16388
ScOZjSD_2657	50432392	50562434	g16389
ScOZjSD_2657	50572394	50588325	g16390
ScOZjSD_2657	50674649	50703676	g16391
ScOZjSD_2657	50723808	50738298	g16392
ScOZjSD_2657	50756385	50773286	g16393
ScOZjSD_2657	50826881	50827156	g16394
ScOZjSD_2657	50838662	50839345	g16395
ScOZjSD_2657	50908106	50954730	g16396
ScOZjSD_2657	51061618	51077146	g16397
ScOZjSD_2657	51202054	51235469	g16398
ScOZjSD_2657	51315758	51345152	g16399
ScOZjSD_2657	51638978	51653312	g16400
ScOZjSD_2657	51875719	51932092	g16401
ScOZjSD_2657	52337727	52372267	g16402
ScOZjSD_2657	52377039	52385395	g16403
ScOZjSD_2657	52585947	52610683	g16404
ScOZjSD_2657	52630039	52631740	g16405
ScOZjSD_2657	52668797	52736046	g16406
ScOZjSD_2657	52896137	52923648	g16407
ScOZjSD_2657	53179530	53258880	g16408
ScOZjSD_2657	53266152	53266358	g16409
ScOZjSD_2657	53506957	53520446	g16410
ScOZjSD_2657	53663639	53664127	g16411
ScOZjSD_2657	53720427	53721101	g16412
ScOZjSD_2657	53734387	53770925	g16413
ScOZjSD_2657	53829092	53852264	g16414
ScOZjSD_2657	53864412	53984144	g16415
ScOZjSD_2657	54080780	54081226	g16416
ScOZjSD_2657	54102905	54113799	g16417
ScOZjSD_2657	54118696	54137533	g16418
ScOZjSD_2657	54176752	54274615	g16419
ScOZjSD_2657	54353903	54372687	g16420
ScOZjSD_2657	54382326	54405579	g16421
ScOZjSD_2657	54416317	54437727	g16422
ScOZjSD_2657	54448951	54476095	g16423
ScOZjSD_2657	54477464	54566765	g16424
ScOZjSD_2657	54580821	54589308	g16425
ScOZjSD_2657	54678277	54740107	g16426
ScOZjSD_2657	54830450	54830737	g16427
ScOZjSD_2657	54842349	54935929	g16428
ScOZjSD_2657	54943004	54992218	g16429
ScOZjSD_2657	54996062	55026982	g16430
ScOZjSD_2657	55032565	55078867	g16431
ScOZjSD_2657	55110652	55178336	g16432
ScOZjSD_2657	55185336	55185710	g16433
ScOZjSD_2657	55233038	55312153	g16434
ScOZjSD_2657	55313294	55390815	g16435
ScOZjSD_2657	55401917	55476820	g16436
ScOZjSD_2657	55513775	55515645	g16437
ScOZjSD_2657	55561150	55589874	g16438
ScOZjSD_2657	55645945	55658612	g16439
ScOZjSD_2657	55701921	55708515	g16440
ScOZjSD_2657	55722806	55771486	g16441
ScOZjSD_2657	55799289	55878366	g16442
ScOZjSD_2657	55888752	55932701	g16443
ScOZjSD_2657	55959413	55966681	g16444
ScOZjSD_2657	55966955	55968389	g16445
ScOZjSD_2657	55971809	56116906	g16446
ScOZjSD_2657	56149217	56149702	g16447
ScOZjSD_2657	56150452	56160170	g16448
ScOZjSD_2657	56206356	56206685	g16449
ScOZjSD_2657	56217916	56218134	g16450
ScOZjSD_2657	56218152	56218541	g16451
ScOZjSD_2657	56329703	56471959	g16452
ScOZjSD_2657	56508514	56612713	g16453
ScOZjSD_2657	56612795	56621185	g16454
ScOZjSD_2657	56705391	56705768	g16455
ScOZjSD_2657	56723141	56723599	g16456
ScOZjSD_2669	3272	7187	g16457
ScOZjSD_2699	855	5104	g16458
ScOZjSD_2739	3907	20076	g16459
ScOZjSD_2739	22309	22545	g16460
ScOZjSD_2739	112794	120356	g16461
ScOZjSD_2753	1874	3769	g16462
ScOZjSD_2768	43	1188	g16463
ScOZjSD_2804	539	1328	g16464
ScOZjSD_2840	615	827	g16465
ScOZjSD_2843	22441	68200	g16466
ScOZjSD_2843	86058	102571	g16467
ScOZjSD_2843	106903	187001	g16468
ScOZjSD_2843	467879	468241	g16469
ScOZjSD_2843	486171	541376	g16470
ScOZjSD_2843	641608	644126	g16471
ScOZjSD_2843	653157	702737	g16472
ScOZjSD_2843	759064	811865	g16473
ScOZjSD_2843	842518	888871	g16474
ScOZjSD_2843	916390	1027522	g16475
ScOZjSD_2843	1121579	1146824	g16476
ScOZjSD_2843	1168501	1199022	g16477
ScOZjSD_2843	1217332	1256738	g16478
ScOZjSD_2843	1266002	1275256	g16479
ScOZjSD_2843	1276864	1295594	g16480
ScOZjSD_2843	1307171	1330851	g16481
ScOZjSD_2843	1333407	1363012	g16482
ScOZjSD_2843	1402097	1443048	g16483
ScOZjSD_2843	1458263	1458664	g16484
ScOZjSD_2843	1458942	1538522	g16485
ScOZjSD_2843	1580632	1599718	g16486
ScOZjSD_2843	1601830	1617111	g16487
ScOZjSD_2843	1623691	1678859	g16488
ScOZjSD_2843	1686575	1695846	g16489
ScOZjSD_2843	1706247	1716265	g16490
ScOZjSD_2843	1718341	1722636	g16491
ScOZjSD_2843	1730997	1741586	g16492
ScOZjSD_2843	1744945	1760139	g16493
ScOZjSD_2843	1794140	1800345	g16494
ScOZjSD_2843	1877091	1880262	g16495
ScOZjSD_2843	1961964	1969103	g16496
ScOZjSD_2843	2028698	2061067	g16497
ScOZjSD_2843	2062568	2097688	g16498
ScOZjSD_2843	2137873	2138112	g16499
ScOZjSD_2843	2176676	2194215	g16500
ScOZjSD_2843	2259280	2397518	g16501
ScOZjSD_2843	2428962	2441616	g16502
ScOZjSD_2843	2639360	2649186	g16503
ScOZjSD_2843	2702044	2736995	g16504
ScOZjSD_2843	2758178	2767957	g16505
ScOZjSD_2843	2904160	2991809	g16506
ScOZjSD_2843	2996924	3023812	g16507
ScOZjSD_2843	3039782	3077610	g16508
ScOZjSD_2843	3113299	3183410	g16509
ScOZjSD_2843	3226843	3237818	g16510
ScOZjSD_2843	3286686	3289032	g16511
ScOZjSD_2843	3327962	3334187	g16512
ScOZjSD_2843	3394880	3446336	g16513
ScOZjSD_2843	3447542	3483043	g16514
ScOZjSD_2843	3509516	3514333	g16515
ScOZjSD_2843	3625704	3707648	g16516
ScOZjSD_2843	3793872	3826817	g16517
ScOZjSD_2843	3895715	3926687	g16518
ScOZjSD_2843	3937932	3988567	g16519
ScOZjSD_2843	3993457	4007300	g16520
ScOZjSD_2843	4114567	4114779	g16521
ScOZjSD_2843	4150659	4231477	g16522
ScOZjSD_2843	4241425	4242357	g16523
ScOZjSD_2843	4247899	4260292	g16524
ScOZjSD_2843	4269056	4298116	g16525
ScOZjSD_2843	4299997	4335540	g16526
ScOZjSD_2843	4337698	4416455	g16527
ScOZjSD_2843	4430161	4474812	g16528
ScOZjSD_2843	4478549	4508123	g16529
ScOZjSD_2843	4519908	4524587	g16530
ScOZjSD_2843	4603255	4650515	g16531
ScOZjSD_2843	4652560	4700606	g16532
ScOZjSD_2843	4722082	4761340	g16533
ScOZjSD_2843	4768236	4769759	g16534
ScOZjSD_2843	4776487	4794040	g16535
ScOZjSD_2843	4820177	4853294	g16536
ScOZjSD_2843	4862496	4862771	g16537
ScOZjSD_2843	4905909	4919540	g16538
ScOZjSD_2843	4949310	4959201	g16539
ScOZjSD_2843	4990691	5050852	g16540
ScOZjSD_2843	5062819	5068347	g16541
ScOZjSD_2843	5080232	5099591	g16542
ScOZjSD_2843	5117912	5194958	g16543
ScOZjSD_2843	5218519	5229531	g16544
ScOZjSD_2843	5231333	5276801	g16545
ScOZjSD_2843	5320760	5361198	g16546
ScOZjSD_2843	5363398	5380988	g16547
ScOZjSD_2843	5395789	5399334	g16548
ScOZjSD_2843	5405291	5439891	g16549
ScOZjSD_2843	5450368	5450604	g16550
ScOZjSD_2843	5577636	5605682	g16551
ScOZjSD_2843	5663341	5711950	g16552
ScOZjSD_2843	5715784	5721577	g16553
ScOZjSD_2843	5721722	5738764	g16554
ScOZjSD_2843	5739227	5751917	g16555
ScOZjSD_2843	5756118	5767752	g16556
ScOZjSD_2843	5775154	5776461	g16557
ScOZjSD_2843	5809232	5854532	g16558
ScOZjSD_2843	5878439	5910015	g16559
ScOZjSD_2843	5933255	6043830	g16560
ScOZjSD_2843	6046396	6053409	g16561
ScOZjSD_2843	6099683	6149314	g16562
ScOZjSD_2843	6160082	6160576	g16563
ScOZjSD_2843	6171993	6223078	g16564
ScOZjSD_2843	6242657	6250850	g16565
ScOZjSD_2843	6316201	6316638	g16566
ScOZjSD_2843	6334120	6367899	g16567
ScOZjSD_2843	6390641	6405159	g16568
ScOZjSD_2843	6412575	6457652	g16569
ScOZjSD_2843	6490268	6492925	g16570
ScOZjSD_2843	6502628	6502828	g16571
ScOZjSD_2843	6510122	6520988	g16572
ScOZjSD_2843	6533445	6554938	g16573
ScOZjSD_2843	6562180	6618705	g16574
ScOZjSD_2843	6635720	6662265	g16575
ScOZjSD_2843	6674768	6675061	g16576
ScOZjSD_2843	6694320	6696390	g16577
ScOZjSD_2843	6702230	6704728	g16578
ScOZjSD_2843	6712437	6755977	g16579
ScOZjSD_2843	6773164	6813848	g16580
ScOZjSD_2843	6821117	6823963	g16581
ScOZjSD_2843	6837917	6862383	g16582
ScOZjSD_2843	6921999	6929900	g16583
ScOZjSD_2843	7068042	7077671	g16584
ScOZjSD_2843	7081860	7102413	g16585
ScOZjSD_2843	7106065	7118527	g16586
ScOZjSD_2843	7138492	7156443	g16587
ScOZjSD_2843	7278788	7307889	g16588
ScOZjSD_2843	7326893	7363725	g16589
ScOZjSD_2843	7394037	7492290	g16590
ScOZjSD_2843	7538156	7611129	g16591
ScOZjSD_2843	7690711	7690998	g16592
ScOZjSD_2843	7695606	7773221	g16593
ScOZjSD_2843	7904650	7997064	g16594
ScOZjSD_2843	8011415	8021227	g16595
ScOZjSD_2843	8045178	8076171	g16596
ScOZjSD_2843	8124015	8175389	g16597
ScOZjSD_2843	8188865	8200216	g16598
ScOZjSD_2843	8219213	8219605	g16599
ScOZjSD_2843	8244785	8251754	g16600
ScOZjSD_2843	8259328	8327456	g16601
ScOZjSD_2843	8334563	8347549	g16602
ScOZjSD_2843	8348041	8431145	g16603
ScOZjSD_2843	8433819	8531229	g16604
ScOZjSD_2843	8602056	8725286	g16605
ScOZjSD_2843	8737411	8811960	g16606
ScOZjSD_2843	8832184	8958497	g16607
ScOZjSD_2843	9014240	9014524	g16608
ScOZjSD_2843	9029165	9046959	g16609
ScOZjSD_2843	9098794	9151785	g16610
ScOZjSD_2843	9157383	9166436	g16611
ScOZjSD_2843	9187239	9211374	g16612
ScOZjSD_2843	9214522	9252100	g16613
ScOZjSD_2843	9258901	9286575	g16614
ScOZjSD_2843	9338102	9372707	g16615
ScOZjSD_2843	9389758	9426462	g16616
ScOZjSD_2843	9515700	9525223	g16617
ScOZjSD_2843	9582722	9601891	g16618
ScOZjSD_2843	9644918	9801023	g16619
ScOZjSD_2843	9810446	9818430	g16620
ScOZjSD_2843	9905469	9911891	g16621
ScOZjSD_2843	9947792	9966598	g16622
ScOZjSD_2843	10056576	10058402	g16623
ScOZjSD_2843	10120667	10124365	g16624
ScOZjSD_2843	10128744	10129022	g16625
ScOZjSD_2843	10132229	10132696	g16626
ScOZjSD_2843	10162330	10169626	g16627
ScOZjSD_2843	10287068	10395365	g16628
ScOZjSD_2843	10401273	10401791	g16629
ScOZjSD_2843	10401862	10402104	g16630
ScOZjSD_2843	10406225	10438099	g16631
ScOZjSD_2843	10477769	10537304	g16632
ScOZjSD_2843	10541295	10542259	g16633
ScOZjSD_2843	10544144	10552762	g16634
ScOZjSD_2843	10568929	10581061	g16635
ScOZjSD_2843	10728278	10733953	g16636
ScOZjSD_2843	10754998	10780419	g16637
ScOZjSD_2843	10837130	10864326	g16638
ScOZjSD_2843	10979961	10999772	g16639
ScOZjSD_2843	11042499	11058265	g16640
ScOZjSD_2843	11065821	11093117	g16641
ScOZjSD_2843	11104421	11109414	g16642
ScOZjSD_2843	11121600	11218235	g16643
ScOZjSD_2843	11279518	11294298	g16644
ScOZjSD_2843	11333892	11349933	g16645
ScOZjSD_2843	11524992	11525393	g16646
