id_arv	id_mouse	eval
g13898	SCN8A	0.0
g13898	SCN8A	2.20e-117
g13898	SCN8A	3.04e-23
g13898	SCN8A	1.65e-16
g13898	SCN8A	3.12e-09
g13898	SCN8A	4.26e-09
g13898	SCN3A	0.0
g13898	SCN3A	4.53e-115
g13898	SCN3A	1.32e-95
g13898	SCN3A	2.97e-22
g13898	SCN3A	1.40e-15
g13898	SCN3A	6.06e-15
g13898	SCN3A	1.51e-13
g13898	SCN3A	2.48e-13
g13898	SCN3A	9.59e-12
g13898	SCN3A	1.62e-10
g13898	SCN3A	3.21e-08
g13898	SCN3A	5.67e-06
g13899	WDR48	0.0
g13899	WDR5	2.71e-26
g13899	WDR5	1.23e-13
g13899	WDR5B	7.45e-26
g13899	LIS1	3.42e-25
g13899	LIS1	4.98e-12
g13899	LIS1	3.65e-10
g13899	POC1A	1.03e-23
g13899	POC1A	1.16e-13
g13899	POC1A	1.87e-13
g13899	POC1A	8.02e-11
g13899	POC1B	1.08e-22
g13899	POC1B	5.12e-15
g13899	POC1B	1.54e-14
g13899	POC1B	5.67e-10
g13899	POC1B	1.04e-08
g13899	SNR40	3.27e-20
g13899	SNR40	5.18e-19
g13899	SNR40	1.14e-15
g13899	SNR40	1.13e-09
g13899	SNR40	2.91e-08
g13899	SPG16	2.46e-19
g13900	GORS1	0.0
g13900	GORS2	7.46e-104
g13901	TT21A	0.0
g13901	TT21B	0.0
g13902	CSRN1	0.0
g13902	CSRN3	1.91e-83
g13902	CSRN2	5.73e-80
g13904	XIRP1	0.0
g13904	XIRP2	6.28e-119
g13904	XIRP2	3.86e-79
g13907	CX3C1	0.0
g13907	CCR2	3.67e-100
g13907	CCR4	5.68e-94
g13907	CCR5	2.73e-93
g13907	CCR3	6.58e-87
g13907	CCR8	1.27e-83
g13907	CCR1	2.54e-75
g13907	CC1L1	1.57e-73
g13909	CCR8	0.0
g13909	CCR4	1.23e-98
g13909	CCR2	3.64e-93
g13909	CCR3	1.72e-89
g13909	CCR5	1.11e-88
g13909	CCR1	1.68e-81
g13909	CC1L1	1.40e-73
g13909	CX3C1	6.11e-71
g13910	RSSA	0.0
g13910	S2538	0.0
g13910	MOBP	5.47e-46
g13910	S2540	1.70e-22
g13910	S2540	1.12e-08
g13910	S2539	4.66e-21
g13910	GDC	3.24e-20
g13910	S2545	8.71e-20
g13910	KMCP1	1.03e-19
g13910	KMCP1	3.45e-11
g13910	KMCP1	1.41e-07
g13912	MYRIP	1.39e-17
g13912	MELPH	5.81e-12
g13914	MYRIP	0.0
g13914	EIF1B	8.79e-61
g13914	EIF1	5.80e-50
g13914	MELPH	7.21e-27
g13914	MOBP	4.61e-15
g13914	SYTL3	1.56e-07
g13915	ENTP2	2.32e-123
g13915	ENTP8	1.04e-122
g13915	ENTP1	3.33e-119
g13915	ENTP7	2.85e-36
g13915	ENTP4	9.89e-36
g13915	ENTP5	6.24e-28
g13916	RL14	8.09e-96
g13916	Z354C	1.10e-14
g13916	Z354C	6.32e-13
g13916	Z354C	1.15e-07
g13916	Z354C	2.63e-07
g13916	ZFP11	3.13e-13
g13916	ZFP11	5.92e-10
g13916	ZFP11	4.94e-09
g13916	ZFP11	1.57e-08
g13916	ZFP11	4.55e-08
g13916	ZFP11	4.96e-08
g13916	ZFP37	8.77e-13
g13916	ZFP37	6.96e-12
g13916	ZFP37	2.87e-10
g13916	ZFP37	2.09e-09
g13916	ZFP69	9.86e-13
g13916	ZFP69	3.43e-10
g13916	ZFP69	3.01e-08
g13916	PRDM9	1.21e-12
g13916	PRDM9	9.46e-12
g13916	PRDM9	1.52e-11
g13916	PRDM9	1.64e-11
g13916	PRDM9	1.97e-11
g13916	PRDM9	3.01e-11
g13916	ZKSC1	1.93e-12
g13916	ZKSC1	1.67e-11
g13916	NRIF2	2.62e-12
g13916	NRIF2	6.76e-06
g13921	CTNB1	0.0
g13921	PLAK	0.0
g13921	ARMC4	2.14e-11
g13921	ARMC4	2.59e-10
g13921	ARVC	8.10e-08
g13921	CTND1	2.00e-06
g13922	ULK4	1.75e-06
g13923	UTP23	4.73e-112
g13923	FCF1	2.75e-12
g13924	ULK4	4.36e-30
g13926	ULK4	2.37e-57
g13928	ULK4	0.0
g13928	STK36	4.04e-36
g13928	ULK3	1.75e-32
g13928	KCC1D	6.05e-29
g13928	KCC1A	6.20e-27
g13928	NEK1	4.06e-26
g13928	ULK1	9.33e-26
g13928	SGK1	9.63e-26
g13931	TRAK1	4.38e-40
g13932	TRAK1	0.0
g13932	HAP1	5.82e-13
g13932	HAP1	4.15e-09
g13934	CCKN	1.76e-69
g13935	LYZL4	2.71e-66
g13935	LYZL6	3.45e-29
g13935	SACA3	5.10e-27
g13935	LYZL1	6.25e-25
g13935	LYZL5	1.44e-24
g13935	LYZ1	5.46e-22
g13935	LYZ2	2.16e-21
g13935	LALBA	2.24e-12
g13938	VIPR1	5.43e-167
g13938	VIPR1	9.23e-54
g13938	PACR	1.07e-89
g13938	PACR	2.44e-13
g13938	VIPR2	3.28e-85
g13938	VIPR2	3.07e-11
g13938	SCTR	2.68e-84
g13938	SCTR	6.73e-11
g13938	PTH1R	8.41e-67
g13938	GLR	8.33e-60
g13938	GHRHR	2.71e-58
g13938	GHRHR	2.20e-10
g13938	GLP1R	5.55e-58
g13939	SC22C	0.0
g13939	SC22A	5.02e-78
g13939	SC22B	8.38e-13
g13940	S18L2	4.46e-54
g13940	CREST	4.52e-25
g13940	SSXT	7.93e-25
g13941	NKTR	0.0
g13941	NKTR	0.0
g13941	PPIG	2.42e-55
g13941	PPID	9.43e-35
g13941	PPIB	4.53e-34
g13941	PPIC	9.53e-32
g13941	PPIE	1.72e-28
g13941	PPIA	4.49e-28
g13941	PPIH	7.02e-28
g13942	ZN112	5.94e-50
g13942	ZN112	1.31e-46
g13942	ZN112	1.18e-33
g13942	ZN235	3.09e-49
g13942	ZN235	8.85e-49
g13942	ZN235	2.97e-43
g13942	ZN235	1.53e-39
g13942	ZN235	1.42e-35
g13942	ZFP62	4.43e-48
g13942	ZFP62	6.96e-45
g13942	ZFP62	1.01e-42
g13942	ZFP62	1.95e-39
g13942	ZFP62	1.54e-37
g13942	ZFP62	1.07e-36
g13942	ZFP62	2.50e-36
g13942	ZFP62	3.43e-08
g13942	ZFP69	6.10e-48
g13942	ZFP69	2.90e-16
g13942	ZSCA2	7.19e-48
g13942	ZSCA2	5.08e-44
g13942	ZSCA2	2.48e-42
g13942	ZSCA2	5.84e-37
g13942	ZN436	2.01e-47
g13942	ZN436	1.08e-43
g13942	ZN436	4.01e-42
g13942	ZN436	2.18e-33
g13942	ZF316	6.35e-47
g13942	ZF316	4.28e-44
g13942	ZF316	2.30e-36
g13942	ZF316	2.07e-27
g13942	ZF316	1.49e-18
g13942	ZF316	1.53e-15
g13942	ZN629	9.61e-47
g13942	ZN629	1.25e-44
g13942	ZN629	1.56e-42
g13942	ZN629	7.52e-42
g13942	ZN629	5.77e-41
g13942	ZN629	4.63e-33
g13942	ZN629	7.08e-32
g13942	ZN629	1.12e-10
g13942	ZN629	8.37e-10
g13943	KLH40	0.0
g13943	KLH41	0.0
g13943	KLH20	5.58e-55
g13943	KBTB8	3.86e-53
g13943	KLH24	1.28e-51
g13943	KLH12	5.56e-51
g13943	KBTBC	1.31e-49
g13943	KLHL7	1.54e-49
g13944	HHATL	0.0
g13944	HHAT	1.48e-42
g13945	CCD13	0.0
g13946	HIG1A	7.92e-53
g13946	HIG1C	1.09e-30
g13946	HIG1B	1.41e-23
g13946	HIG2A	1.52e-14
g13947	ACKR2	0.0
g13947	CCR4	3.74e-77
g13947	CCR2	1.80e-70
g13947	CCR8	6.15e-65
g13947	CCR3	3.62e-64
g13947	CCR5	4.39e-63
g13947	CXCR4	2.74e-61
g13947	CCR6	2.08e-60
g13948	CP8B1	0.0
g13948	PTGIS	3.89e-123
g13948	CP7A1	1.14e-103
g13948	CP7B1	6.57e-67
g13948	CP39A	4.41e-34
g13948	CP51A	1.34e-14
g13948	CP2B9	3.33e-12
g13948	CP4V2	5.71e-11
g13949	F198A	0.0
g13949	F198B	1.68e-52
g13950	PMGT2	0.0
g13950	EOGT	3.59e-12
g13953	SNRK	0.0
g13953	SIK1	1.07e-88
g13953	MARK4	2.17e-82
g13953	MARK2	3.73e-82
g13953	MARK3	9.59e-82
g13953	SIK2	2.16e-80
g13953	MARK1	6.09e-80
g13953	SIK3	1.65e-76
g13954	ANO10	1.68e-19
g13956	ANO10	0.0
g13956	ANO8	5.34e-65
g13956	ANO8	1.51e-25
g13956	ANO7	3.30e-48
g13956	ANO6	4.09e-40
g13956	ANO4	8.17e-40
g13956	ANO3	2.78e-38
g13956	ANO5	1.50e-37
g13956	ANO9	1.94e-34
g13957	ABHD5	0.0
g13957	ABHD4	1.51e-127
g13957	EPHX4	4.94e-07
g13962	RS26	4.26e-78
g13964	TOPZ1	0.0
g13964	TOPZ1	9.32e-107
g13964	TCAIM	0.0
g13966	ZN445	0.0
g13966	ZN445	2.06e-44
g13966	ZN445	5.25e-14
g13966	ZN287	7.48e-124
g13966	ZN287	1.45e-73
g13966	ZN287	6.42e-26
g13966	ZN184	8.01e-113
g13966	ZN184	4.07e-97
g13966	ZN184	8.73e-06
g13966	ZN182	1.21e-103
g13966	ZN182	1.35e-73
g13966	ZN182	4.48e-58
g13966	ZN182	1.28e-55
g13966	ZN569	6.92e-103
g13966	ZN569	7.55e-93
g13966	ZFP60	2.81e-101
g13966	ZFP60	6.28e-41
g13966	ZN728	2.15e-98
g13966	ZN728	1.17e-63
g13966	Z354B	4.59e-98
g13966	Z354B	1.49e-67
g13966	Z354B	7.17e-66
g13966	Z354B	1.03e-52
g13966	Z354B	5.09e-51
g13966	Z354B	1.82e-30
g13966	Z354B	1.09e-17
g13967	ZSCA2	2.94e-164
g13967	ZSCA2	1.57e-129
g13967	ZFP2	2.30e-153
g13967	ZFP2	1.52e-140
g13967	ZFP2	2.04e-126
g13967	ZN182	3.92e-150
g13967	ZN182	3.08e-146
g13967	ZN182	3.28e-140
g13967	ZN182	1.64e-128
g13967	ZN182	5.69e-92
g13967	ZN182	4.78e-58
g13967	ZFP3	3.41e-148
g13967	ZFP3	2.80e-126
g13967	ZN250	2.28e-147
g13967	ZN250	6.64e-134
g13967	ZN250	1.22e-104
g13967	ZN250	1.02e-25
g13967	ZN287	9.86e-147
g13967	ZN287	4.82e-143
g13967	ZN287	4.15e-134
g13967	ZN287	7.85e-36
g13967	ZN629	7.64e-143
g13967	ZN629	1.29e-132
g13967	ZN629	2.55e-131
g13967	ZN629	5.11e-129
g13967	ZN629	4.58e-98
g13967	ZN629	1.17e-77
g13967	ZN629	2.42e-76
g13967	ZN629	1.90e-53
g13967	ZN629	8.83e-41
g13967	ZN271	1.27e-142
g13967	ZN271	8.52e-139
g13968	ZFP2	1.44e-10
g13968	ZFP2	8.65e-08
g13968	ZFP2	2.83e-07
g13968	ZN569	3.47e-10
g13968	ZN569	4.25e-10
g13968	ZN569	9.42e-09
g13968	ZN569	3.46e-08
g13968	ZN569	4.78e-06
g13968	ZSCA2	4.78e-10
g13968	ZSCA2	3.46e-08
g13968	ZSCA2	5.94e-07
g13968	ZSCA2	1.66e-06
g13968	ZN184	2.44e-09
g13968	ZN184	1.51e-07
g13968	ZN184	1.71e-06
g13968	ZKSC1	2.85e-09
g13968	ZKSC1	3.48e-07
g13968	ZKSC1	5.27e-06
g13968	ZN629	5.97e-09
g13968	ZN629	1.57e-06
g13968	ZN629	3.50e-06
g13968	ZN629	4.21e-06
g13968	ZKSC3	8.05e-09
g13968	ZKSC3	4.93e-07
g13968	ZN260	9.37e-09
g13968	ZN260	5.99e-08
g13969	ZFP2	2.44e-139
g13969	ZFP2	3.11e-137
g13969	ZFP2	1.51e-127
g13969	ZFP2	6.08e-68
g13969	ZFP3	1.10e-136
g13969	ZFP3	1.47e-112
g13969	ZN182	5.84e-135
g13969	ZN182	2.28e-131
g13969	ZN182	1.86e-126
g13969	ZN182	1.11e-115
g13969	ZN182	1.22e-113
g13969	ZN182	3.74e-93
g13969	ZN569	6.91e-133
g13969	ZN569	3.25e-131
g13969	ZN569	1.50e-129
g13969	ZN569	5.04e-129
g13969	ZN569	4.25e-114
g13969	ZN569	1.80e-103
g13969	ZN569	1.78e-91
g13969	ZN436	9.13e-133
g13969	ZN436	1.96e-126
g13969	ZN436	1.09e-94
g13969	PRDM9	3.76e-131
g13969	PRDM9	7.68e-122
g13969	PRDM9	1.52e-117
g13969	ZN583	7.07e-131
g13969	ZN583	2.14e-129
g13969	ZN583	1.18e-95
g13969	ZSCA2	1.01e-130
g13969	ZSCA2	1.12e-127
g13969	ZSCA2	3.99e-120
g13969	ZSCA2	1.52e-118
g13969	ZSCA2	2.11e-113
g13970	K1143	8.79e-95
g13971	KIF15	0.0
g13971	KIF15	1.63e-55
g13971	TGM4	0.0
g13971	TGM1	4.97e-112
g13971	TGM5	2.97e-110
g13971	TGM3	1.09e-106
g13971	F13A	2.83e-104
g13971	TGM2	1.99e-90
g13971	EPB42	7.60e-64
g13973	TGM4	1.01e-120
g13973	TGM1	6.27e-14
g13974	ZDHC3	6.46e-115
g13974	ZDHC3	8.78e-54
g13974	ZDHC7	1.04e-91
g13974	ZDHC7	7.55e-27
g13974	ZDH21	7.21e-26
g13974	ZDH20	1.02e-22
g13974	ZDH15	1.30e-21
g13974	ZDHC2	1.70e-21
g13974	ZDHC9	5.53e-20
g13974	ZDH16	5.80e-19
g13975	EXOS7	0.0
g13975	TETN	2.23e-109
g13975	CLC3A	7.24e-46
g13975	EXOS8	1.30e-23
g13975	CLC11	2.52e-16
g13975	EXOS9	6.96e-14
g13975	MBL2	3.78e-11
g13975	MBL1	4.16e-11
g13976	CDCP1	0.0
g13977	TM158	4.77e-159
g13980	SYLM	0.0
g13980	SYIC	8.32e-06
g13981	LIMD1	0.0
g13981	WTIP	2.70e-104
g13981	AJUBA	1.77e-83
g13981	LPP	1.20e-64
g13981	TRIP6	1.34e-59
g13981	ZYX	1.56e-48
g13981	FBLI1	5.36e-41
g13981	PAXI	4.13e-15
g13981	PAXI	1.17e-10
g13981	PAXI	5.91e-09
g13982	SAC1	0.0
g13982	SAC1	4.11e-105
g13982	SAC2	6.71e-53
g13982	SYNJ1	1.83e-24
g13982	SYNJ2	1.34e-23
g13982	FIG4	2.83e-15
g13982	FIG4	4.72e-08
g13983	S620B	0.0
g13983	S620A	0.0
g13983	S6A19	5.72e-147
g13983	S6A18	3.65e-145
g13983	S6A17	1.09e-112
g13983	S6A15	1.46e-110
g13983	SC6A1	2.47e-65
g13983	SC6A5	2.95e-64
g13984	S620A	0.0
g13984	S620B	0.0
g13984	S6A19	0.0
g13984	S6A18	0.0
g13984	S6A17	3.37e-170
g13984	S6A15	5.96e-169
g13984	SC6A1	2.82e-114
g13984	SC6A5	2.60e-112
g13985	LZTL1	2.04e-180
g13987	LORF2	1.54e-27
g13988	CCR9	0.0
g13988	CCR7	6.99e-88
g13988	CXCR6	2.15e-80
g13988	CCR6	7.08e-75
g13988	ACKR4	4.73e-73
g13988	CXCR2	4.16e-69
g13988	CCR4	2.05e-68
g13988	CCR5	1.74e-67
g13989	FYCO1	7.04e-95
g13989	S14L4	4.67e-08
g13989	S14L2	2.08e-07
g13990	CXCR6	0.0
g13990	CCR6	2.46e-72
g13990	CCR9	3.38e-71
g13990	CCR7	3.86e-71
g13990	CCR2	7.41e-62
g13990	CCR4	1.76e-61
g13990	CCR5	7.46e-60
g13990	CXCR4	3.80e-57
g13991	FYCO1	0.0
g13991	RUFY4	1.60e-41
g13991	RUFY4	2.17e-10
g13991	EEA1	4.20e-13
g13991	RUFY1	2.40e-10
g13991	RUFY1	1.05e-09
g13991	RUFY2	3.01e-09
g13991	RUFY2	4.28e-08
g13992	XCR1	8.01e-170
g13992	CCR4	4.80e-63
g13992	CCR3	6.08e-59
g13992	CCR2	1.13e-58
g13992	CCR5	3.27e-57
g13992	CCR1	1.07e-54
g13992	CCR8	2.26e-53
g13992	CXCR2	1.95e-52
g13993	CCR1	0.0
g13993	CC1L1	8.90e-168
g13993	CCR3	6.88e-155
g13993	CCR2	6.58e-134
g13993	CCR5	1.71e-132
g13993	CCR4	4.03e-112
g13993	CCR8	1.97e-88
g13993	CX3C1	5.52e-70
g13994	CC1L1	0.0
g13994	CCR1	4.09e-177
g13994	CCR3	4.15e-135
g13994	CCR2	6.13e-111
g13994	CCR5	4.73e-108
g13994	CCR4	8.49e-97
g13994	CCR8	1.65e-82
g13994	CX3C1	2.16e-68
g13995	CCR3	0.0
g13995	CCR1	5.57e-154
g13995	CCR2	1.95e-144
g13995	CCR5	2.29e-136
g13995	CC1L1	2.81e-123
g13995	CCR4	1.13e-102
g13995	CCR8	9.02e-88
g13995	CX3C1	4.13e-73
g13996	CCR5	0.0
g13996	CCR5	5.79e-163
g13996	CCR2	0.0
g13996	CCR2	3.38e-176
g13996	CCR3	8.05e-124
g13996	CCR3	9.16e-121
g13996	CCR1	4.19e-122
g13996	CCR1	1.36e-110
g13996	CCR4	2.43e-107
g13996	CCR4	5.63e-107
g13996	CC1L1	2.73e-97
g13996	CC1L1	5.52e-92
g13996	CCR8	9.47e-79
g13996	CCR8	1.13e-78
g13996	CX3C1	4.71e-67
g13996	CX3C1	8.57e-65
g13997	ZN431	0.0
g13997	ZN431	1.15e-158
g13997	ZN431	2.07e-112
g13997	ZN431	6.48e-67
g13997	ZN431	8.42e-12
g13997	ZN120	0.0
g13997	ZN120	2.94e-132
g13997	ZN120	3.08e-99
g13997	ZN120	8.55e-28
g13997	ZN182	2.55e-158
g13997	ZN182	1.05e-154
g13997	ZN182	2.29e-55
g13997	ZN182	4.07e-46
g13997	ZN182	1.09e-09
g13997	ZN569	8.81e-157
g13997	ZN569	2.42e-155
g13997	ZN569	1.39e-151
g13997	ZN569	2.23e-151
g13997	ZN569	3.31e-150
g13997	ZN569	3.37e-145
g13997	ZN569	1.30e-72
g13997	ZN271	1.26e-149
g13997	ZN271	1.26e-148
g13997	ZN271	1.68e-145
g13997	ZN271	3.99e-142
g13997	ZN271	1.06e-128
g13997	ZN271	1.96e-125
g13997	ZN271	4.40e-104
g13997	ZN271	2.32e-58
g13997	ZNF12	1.84e-147
g13997	ZNF12	2.46e-147
g13997	ZNF12	2.15e-145
g13997	ZNF12	6.65e-122
g13997	ZNF12	2.27e-119
g13997	ZFP27	2.52e-147
g13997	ZFP27	1.67e-140
g13997	ZFP27	3.03e-139
g13997	ZFP27	8.20e-139
g13997	ZFP27	1.43e-138
g13997	ZFP27	5.39e-134
g13997	ZFP27	1.43e-132
g13997	ZFP27	3.56e-30
g13997	ZFP27	4.15e-26
g13997	ZFP27	2.97e-18
g13997	ZFP2	5.12e-147
g13997	ZFP2	3.53e-143
g13997	ZFP2	8.72e-142
g13997	ZFP2	8.74e-136
g13997	ZFP2	3.30e-131
g13997	ZFP2	1.06e-119
g13997	ZFP2	1.26e-70
g13999	O1509	5.58e-97
g13999	O1102	2.98e-95
g13999	O1086	2.25e-94
g13999	O1009	5.38e-93
g13999	O1052	8.51e-93
g13999	O1044	6.86e-92
g13999	O1020	1.45e-91
g13999	O1030	7.41e-91
g14000	O1509	5.97e-85
g14000	OLF12	6.85e-85
g14000	O1009	3.49e-83
g14000	OL998	1.57e-82
g14000	O1052	1.46e-81
g14000	O1038	8.84e-81
g14000	O1030	9.87e-80
g14000	O1086	1.08e-79
g14002	OLF24	1.07e-91
g14002	O1509	1.13e-88
g14002	OLF15	7.21e-88
g14002	O1086	1.04e-86
g14002	O1030	1.44e-85
g14002	O1020	3.07e-85
g14002	OLF1	3.54e-85
g14002	O1052	1.80e-84
g14003	HA1Y	1.34e-91
g14003	HA12	6.72e-91
g14003	HA15	7.65e-90
g14003	HA10	3.62e-89
g14003	HA1L	7.28e-89
g14003	HA1D	7.83e-89
g14003	HA14	8.83e-89
g14003	HA11	9.01e-87
g14004	HA11	3.43e-34
g14004	HA1B	1.74e-32
g14004	HA1D	3.01e-32
g14004	HA10	1.49e-31
g14004	HA1L	1.60e-31
g14004	HA19	2.33e-31
g14004	HA14	3.26e-31
g14004	HA13	5.86e-31
g14005	O1020	7.15e-109
g14005	O1019	3.34e-107
g14005	OLF11	8.84e-107
g14005	OLF15	3.11e-104
g14005	O1086	5.78e-104
g14005	OL998	5.25e-101
g14005	O1030	8.17e-100
g14005	O1102	4.20e-98
g14006	O1509	1.39e-75
g14006	O1020	1.04e-71
g14006	O1019	4.38e-66
g14006	O1440	4.50e-66
g14006	OLF12	1.49e-64
g14006	O1030	8.88e-64
g14006	OLF1	9.25e-63
g14006	OLF15	1.94e-62
g14007	O1509	1.35e-75
g14007	O1019	3.15e-72
g14007	O1440	9.19e-72
g14007	O1020	1.31e-70
g14007	O1030	1.24e-68
g14007	OLF12	2.74e-68
g14007	OLF1	5.51e-67
g14007	O1086	1.32e-66
g14008	OLF11	6.61e-114
g14008	OLF11	1.13e-66
g14008	OLF15	5.80e-109
g14008	OLF15	7.17e-72
g14008	OLF10	2.61e-102
g14008	OLF10	4.49e-72
g14008	O1030	4.36e-77
g14008	O1030	5.54e-74
g14008	OLF56	8.69e-77
g14008	OLF56	1.38e-63
g14008	O1020	2.32e-76
g14008	O1020	4.91e-72
g14008	O1019	2.83e-76
g14008	O1019	5.49e-75
g14008	O1509	4.46e-75
g14008	O1509	4.19e-67
g14009	OLF15	8.38e-125
g14009	OLF10	3.04e-123
g14009	OLF11	9.84e-122
g14009	OLF56	1.17e-90
g14009	O1440	1.30e-90
g14009	O1038	6.95e-88
g14009	OLF1	3.64e-85
g14009	O1020	4.05e-85
g14010	OLF24	1.07e-88
g14010	OLF24	1.62e-57
g14010	OLF15	1.53e-85
g14010	OLF15	5.21e-77
g14010	OLF56	4.12e-85
g14010	OLF56	2.13e-62
g14010	O1019	5.78e-85
g14010	O1019	9.63e-54
g14010	OLF9	4.88e-81
g14010	OLF9	1.29e-48
g14010	OL998	4.98e-81
g14010	OL998	1.13e-53
g14010	O1020	3.48e-80
g14010	O1020	7.42e-56
g14010	O1030	8.35e-80
g14010	O1030	2.33e-53
g14011	OLF15	6.10e-101
g14011	OLF10	2.52e-98
g14011	OLF11	5.06e-98
g14011	O1020	1.48e-78
g14011	OLF13	4.77e-78
g14011	OLF1	5.94e-77
g14011	O1030	8.24e-76
g14011	OLF12	1.30e-72
g14012	OLF15	1.75e-123
g14012	OLF10	3.39e-117
g14012	OLF11	3.12e-113
g14012	O1020	2.82e-93
g14012	O1030	4.12e-90
g14012	OLF12	1.30e-88
g14012	O1440	5.99e-88
g14012	O1019	1.59e-86
g14014	RINT1	2.71e-38
g14015	NT5D3	1.43e-14
g14016	NT5D3	1.45e-07
g14020	FLIP1	0.0
g14020	FLIP1	6.69e-39
g14020	FIL1L	0.0
g14020	LUZP1	8.26e-65
g14020	CT2NL	4.15e-22
g14021	CC50A	2.00e-161
g14021	CC50B	4.98e-90
g14021	CC50C	2.17e-59
g14021	CX7A2	3.66e-24
g14021	CX7A1	2.41e-14
g14021	COX7R	2.59e-06
g14022	COCA1	0.0
g14022	COCA1	1.51e-58
g14022	COEA1	0.0
g14022	COEA1	8.18e-169
g14022	COEA1	5.30e-113
g14022	COEA1	3.52e-91
g14022	COEA1	3.40e-80
g14022	COEA1	5.04e-49
g14022	COEA1	9.46e-43
g14022	COEA1	1.01e-35
g14022	COEA1	3.38e-06
g14022	COKA1	1.59e-103
g14022	COKA1	1.05e-73
g14022	COKA1	3.05e-47
g14022	COKA1	4.37e-46
g14022	COKA1	1.24e-36
g14022	COKA1	4.47e-32
g14022	COKA1	5.12e-30
g14022	COKA1	4.91e-21
g14022	COKA1	5.08e-11
g14022	CO7A1	6.48e-100
g14022	CO7A1	7.28e-62
g14022	CO7A1	2.09e-43
g14022	CO7A1	1.99e-38
g14022	CO7A1	2.30e-12
g14022	CO7A1	1.07e-10
g14022	FINC	3.20e-63
g14022	FINC	1.57e-49
g14022	FINC	2.73e-47
g14022	FINC	2.45e-46
g14022	FINC	5.37e-43
g14022	FINC	2.03e-34
g14022	FINC	1.03e-32
g14022	FINC	5.13e-29
g14022	FINC	2.31e-28
g14022	FINC	2.72e-18
g14022	FINC	3.60e-09
g14022	TENN	3.44e-55
g14022	TENN	1.59e-50
g14022	TENN	5.47e-50
g14022	TENN	1.32e-48
g14022	TENN	3.28e-47
g14022	TENN	1.57e-41
g14022	TENN	3.17e-41
g14022	TENN	1.10e-40
g14022	TENN	1.30e-36
g14022	TENN	2.26e-36
g14022	VWA1	7.33e-43
g14022	VWA1	1.74e-30
g14022	VWA1	2.95e-27
g14022	VWA1	1.91e-17
g14022	VWA1	1.35e-11
g14022	VWA1	4.99e-08
g14022	TENR	2.71e-41
g14022	TENR	6.94e-41
g14022	TENR	9.80e-34
g14022	TENR	2.40e-31
g14022	TENR	9.76e-31
g14022	TENR	4.83e-29
g14022	TENR	4.58e-25
g14022	TENR	4.98e-21
g14022	TENR	1.33e-08
g14030	CD109	0.0
g14030	PZP	4.39e-113
g14030	A2MG	3.68e-112
g14030	MUG1	1.13e-98
g14030	MUG1	1.73e-08
g14030	MUG1	6.63e-07
g14030	MUG2	3.59e-94
g14030	MUG2	1.48e-07
g14030	MUG2	5.92e-07
g14030	OVOS	3.89e-88
g14030	CO3	2.24e-55
g14030	CO4B	2.58e-44
g14032	CD109	4.18e-90
g14032	MUG2	1.96e-12
g14032	MUG1	9.78e-12
g14032	A2MG	8.11e-10
g14032	PZP	1.21e-08
g14032	OVOS	1.26e-08
g14032	CO5	1.79e-08
g14033	S17A5	7.34e-124
g14033	S17A5	1.22e-72
g14033	VGLU2	5.48e-41
g14033	VGLU2	2.47e-24
g14033	VGLU3	1.34e-36
g14033	VGLU3	4.66e-25
g14033	VGLU1	4.15e-36
g14033	VGLU1	6.94e-24
g14033	NPT3	6.86e-36
g14033	NPT3	3.39e-15
g14033	S17A4	1.23e-30
g14033	S17A4	2.96e-17
g14033	NPT1	7.82e-22
g14033	NPT1	9.95e-15
g14033	S17A9	6.79e-11
g14033	S17A9	8.06e-07
g14034	EF1A1	0.0
g14034	EF1A2	0.0
g14034	HBS1L	2.27e-98
g14034	ERF3A	4.68e-97
g14034	ERF3B	6.07e-95
g14034	EFTU	1.64e-46
g14034	SELB	2.50e-17
g14034	GTPB1	8.70e-16
g14035	MTO1	0.0
g14036	CGAS	1.03e-90
g14036	CGAS	1.29e-89
g14036	MB212	3.77e-09
g14036	MB211	4.59e-09
g14037	DDX17	2.62e-55
g14037	DDX5	4.36e-55
g14037	DDX46	2.73e-50
g14037	DDX4	5.20e-50
g14037	DDX3L	5.19e-48
g14037	DDX3Y	1.07e-47
g14037	DDX3X	3.77e-47
g14037	DDX41	1.52e-44
g14038	GSTA2	1.14e-16
g14038	GSTA2	3.04e-08
g14038	GSTA1	2.50e-15
g14038	GSTA1	5.84e-08
g14038	GSTA3	2.80e-10
g14038	GSTA4	2.89e-09
g14039	GSTA1	6.46e-115
g14039	GSTA2	3.25e-107
g14039	GSTA3	7.98e-91
g14039	GSTA4	6.66e-72
g14039	GSTP1	3.01e-17
g14039	GSTP2	3.42e-16
g14039	MAAI	1.82e-10
g14039	GSTM2	2.68e-10
g14040	LORF2	2.77e-133
g14041	RL29	4.41e-71
g14042	GSTA2	6.22e-17
g14042	GSTA1	1.15e-16
g14042	GSTA3	5.71e-10
g14043	GSTA2	1.90e-87
g14043	GSTA2	1.78e-44
g14043	GSTA1	3.55e-86
g14043	GSTA1	8.61e-44
g14043	GSTA3	1.21e-73
g14043	GSTA3	3.94e-42
g14043	GSTA4	2.31e-52
g14043	GSTA4	1.24e-38
g14043	GSTP1	1.57e-07
g14043	HPGDS	3.61e-07
g14043	GSTP2	4.78e-07
